code,name,abbreviation,domain,n_items,license,url,citation,repository,languages,n_dimensions,has_scoring,checked_content,checked_output,checked_scoring,notes
PX122001,"PTSD Symptoms, Self-report - DSM-IV",PX122001,Mental Health,17,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/122001,"Bliese, P. D., Wright, K. M., Adler, A. B., Cabrera, O., Castrol, C. A., & Hoge, C. W. (2008). Validating the primary care posttraumatic stress disorder screen and the posttraumatic stress disorder checklist with soldiers returning from combat. Journal of Consulting and Clinical Psychology, 76, 272-281. Harrington, T., & Newman, E. (2007). The psychometric utility of two self-report measures of PTSD among women substance users. Addictive Behaviors, 32, 2788-2798. Monson, C. M., Gradus, J. L., Young-Xu, Y., Schnurr, P. P., Price, J. L., & Schumm, J. A. (2008). Change in posttraumatic stress disorder symptoms: Do clinicians and patients agree? Psychological Assessment, 20, 131-138. Sherman, J. J., Carlson, C., Wilson, J. F., Okeson, J., & McCubbin, J. A. (2005). Posttraumatic stress disorder among patients with orofacial pain. Journal of Orofacial Pain, 19, 309-317. Walker, E. A., Newman, E., Dobie, D. J., Ciechanowski, P., & Katon, W. (2002). Validation of the PTSD checklist in an HMO sample of women. General Hospital Psychiatry, 24, 375-380. [PhenX: https://www.phenxtoolkit.org/protocols/view/122001]",phenx,en,0,no,0,0,0,Excluded from manifest
PX122002,"PTSD Symptoms, Self-report - DSM 5",PX122002,Mental Health,20,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/122002,"Blanchard, E. B., Jones-Alexander, J., Buckley, T. C., & Forneris, C. A. (1996). Psychometric properties of the PTSD checklist (PCL). Behavioral Research & Therapy, 34, 669-673. Bliese, P. D., Wright, K. M., Adler, A. B., Cabrera, O., Castrol, C. A., & Hoge, C. W. (2008). Validating the primary care posttraumatic stress disorder screen and the posttraumatic stress disorder checklist with soldiers returning from combat. Journal of Consulting and Clinical Psychology, 76, 272-281. Harrington, T., & Newman, E. (2007). The psychometric utility of two self-report measures of PTSD among women substance users. Addictive Behaviors, 32, 2788-2798. Monson, C. M., Gradus, J. L., Young-Xu, Y., Schnurr, P. P., Price, J. L., & Schumm, J. A. (2008). Change in posttraumatic stress disorder symptoms: Do clinicians and patients agree? Psychological Assessment, 20, 131-138. Sherman, J. J., Carlson, C., Wilson, J. F., Okeson, J., & McCubbin, J. A. (2005). Posttraumatic stress disorder among patients with orofacial pain. Journal of Orofacial Pain, 19, 309-317. Walker, E. A., Newman, E., Dobie, D. J., Ciechanowski, P., & Katon, W. (2002). Validation of the PTSD checklist in an HMO sample of women. General Hospital Psychiatry, 24, 375-380. [PhenX: https://www.phenxtoolkit.org/protocols/view/122002]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX130202,Neuropathy - Autonomic Assessment - Adult,PX130202,Health,24,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/130202,"Kim, S. H., Lee, K. A., Jin, H. Y., Baek, H. S., & Park, T. S. (2014). Relationship between the Korean Version Survey of the Autonomic Symptoms Score and cardiac autonomic neuropathy parameters in patients with diabetic peripheral neuropathy. Diabetes and Metabolism Journal , 38(5), 349-355. [PhenX: https://www.phenxtoolkit.org/protocols/view/130202]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX130501,Migraine - Adult,PX130501,Health,26,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/130501,"Headache Classification Committee of the International Headache Society. (1998). Classification and diagnostic criteria for headache disorders, cranial neuralgias and facial pain. Cephalalgia, 8 (Suppl. 7), 1-96. Headache Classification Subcommittee of the International Headache Society. (2004). The International Classification of Headache Disorders. Part one: The primary headaches. Cephalalgia , 24 (Suppl. 1), 23-136. [PhenX: https://www.phenxtoolkit.org/protocols/view/130501]",phenx,en,0,no,0,0,0,Excluded from manifest
PX130502,Migraine - Children,PX130502,Health,8,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/130502,"Hershey, A. D., Powers, S. W., Vockell, A. L., LeCates, S. L., Segers, A., & Kabbouche, M. A. (2004). Development of a patient-based grading scale for PedMIDAS. Cephalagia, 24 (10), 844-849. Heyer, G. L., Merison, K., Rose, S. C., Perkins, S. Q., Lee, J. M., & Stewart, W. C. (2014). PedMIDAS-based scoring underestimates migraine disability on non-school days. Headache, 54 (6), 1048-1053. Rapoff, M. A., Connelly, M., Bickel, J. L., Powers, S. W., Hershey, A. D., Allen, J. R., Karlson, C. W., Litzenburg, C. C., & Belmont, J. M. (2014). Headstrong intervention for pediatric migraine headache: a randomized clinical trial. Journal of Headache and Pain, 15 , 12. [PhenX: https://www.phenxtoolkit.org/protocols/view/130502]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX131901,Parkinsons Disease Screener - Questionnaire,PX131901,Health,1,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/131901,"Jain, S., Himali, J., Beiser, A., Ton, T.G., Kelly-Hayes, M., Biggs, M.L., Delaney, J.A., Rosano, C., Seshadri, S., & Frank, S.A. (2015). Validation of secondary data sources to identify Parkinson disease against clinical diagnostic criteria. American Journal of Epidemiology, 181 (3), 185-190. [PhenX: https://www.phenxtoolkit.org/protocols/view/131901]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX140401,Diabetic Peripheral Neuropathy,PX140401,Health,15,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/140401,"American Diabetes Association (ADA). (2014). Standards of medical care in Diabetes-2014. Diabetes Care , 37 (Suppl. 1), S14 - S80. [PhenX: https://www.phenxtoolkit.org/protocols/view/140401]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX150602,Sitting-Sedentary Behavior - Adolescent,PX150602,Health,158,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/150602,None [PhenX: https://www.phenxtoolkit.org/protocols/view/150602],phenx,en,0,no,0,0,0,Excluded from manifest
PX150703,Total Physical Activity - Comprehensive - Older Adult,PX150703,Health,124,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/150703,None [PhenX: https://www.phenxtoolkit.org/protocols/view/150703],phenx,en,0,no,0,0,0,Excluded from manifest
PX150901,Total Physical Activity Screener,PX150901,Health,2,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/150901,"Taylor-Piliae, R. E., Fair, J. M., Haskell, W. L., Varady, A. N., Iribarren, C., Hlatky, M. A., . . . Fortmann, S. P. (2010). Validation of the Stanford Brief Activity Survey: Examining psychological factors and physical activity levels in older adults. Journal of Physical Activity and Health, 7 , 87-94. Taylor-Piliae, R. E., Haskell, W. L., Iribarren, C., Norton, L. C., Mahbouba, M. H., Fair, J. M., . . . Fortmann, S. P. (2007). Clinical utility of the Stanford Brief Activity Survey in men and women with early-onset coronary artery disease. Journal of Cardiopulmonary Rehabilitation and Prevention, 27 (4), 227-232. [PhenX: https://www.phenxtoolkit.org/protocols/view/150901]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX151302,Physical Activity Self-Efficacy - Adult,PX151302,Health,13,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/151302,"Bandura, A. (2006). Guide for constructing self-efficacy scales. In F. Pajares & T. Urdan (Eds.), Self-efficacy beliefs of adolescents (pp. 307-337). Greenwich, CT: Information Age Publishing. [PhenX: https://www.phenxtoolkit.org/protocols/view/151302]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX151303,Physical Activity Self-Efficacy - Adolescent,PX151303,Health,50,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/151303,"Lenert, L., Norman, G. J., Mailhot, M., & Patrick, K. (2005). A framework for modeling health behavior protocols and their linkage to behavioral theory. Journal of Biomedical Informatics , 38(4), 270-280. [PhenX: https://www.phenxtoolkit.org/protocols/view/151303]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX171101,Axial Spondyloarthritis (AxSpA),PX171101,Health,6,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/171101,"Auleley, G.-R., Benbouazza, K., Spoorenberg, A., Collantes, E., Hajjaj-Hassouni, N., van der Heijde, & Dougados, M. (2002). Evaluation of the smallest detectable difference in outcome or process variables in ankylosing spondylitis. Arthritis and Rheumatism, 47(6), 582–587. Dougados, M., Luo, M. P., Maksymowych, W. P., Chmiel, J. J., Chen, N., Wong, R. L., . . . van der Heijde, D.; ATLAS Study Group. (2008). Evaluation of the patient acceptable symptom state as an outcome measure in patients with ankylosing spondylitis: Data from a randomized controlled trial. Arthritis and Rheumatism, 59(4), 553–560. Kviatovsky, M. J., Ramiro, S., Landewé, R., Dougados, M., Tubach, F., Bellamy, N., . . . van der Heijde, D. (2016). Journal of Rheumatology, 43(9), 1680–1686. Madsen, O. R., Rytter, A., Hansen, L. B., Suetta, C., & Egsmone, C. (2010). Reproducibility of the Bath Ankylosing Spondylitis Indices of disease activity (BASDAI), functional status (BASFI) and overall well-being (BAS-G) in anti-tumour necrosis factor-treated spondyloarthropathy patients. Clinical Rheumatology, 29(8), 849–854. Maksymowych, W. P., Richardson, R., Mallon, C., van der Heijde, D., & Boonen, A. (2007). Evaluation and validation of the patient acceptable symptom state (PASS) in patients with ankylosing spondylitis. Arthritis and Rheumatism, 57(1), 133–139. Ogdie, A., Duarte-García, A., Hwang, M., Navarro-Compán, V., van der Heijde, D., & Mease, P. (2020). Arthritis Care and Research (Hoboken), 72(Suppl. 20), 47–71. Pavy, S., Brophy, S., & Calin, A. (2005). Establishment of the minimum clinically important difference for the bath ankylosing spondylitis indices. Journal of Rheumatology, 32(1), 80–85. Song, I. H., Rudwaleit, M., Listing, J., & Sieper, J. (2009). Comparison of the Bath Ankylosing Spondylitis Disease Activity Index and a modified version of the index in assessing disease activity in patients with ankylosing spondylitis without peripheral manifestations. Annals of the Rheumatic Diseases, 68(11), 1701–1707. Tubach, F., Pham, T., Skomsvoll, J. F., Mikkelsen, K., Bjorneboe, O., Ravaud, P., . . . Kvien, T. K. (2006). Stability of the patient acceptable symptomatic state over time in outcome criteria in ankylosing spondylitis. Arthritis and Rheumatism, 55(6), 960–963. van Tubergen, A., Black, P. M., & Coteur, G. (2015). Are patient-reported outcome instruments for ankylosing spondylitis fit for purpose for the axial spondyloarthritis patient? A qualitative and psychometric analysis. Rheumatology (Oxford), 54(10), 1842–1851. van Tubergen, A., Debats, I., Ryser, L., Londoño, J., Burgos-Vargas, R., Cardiel, M. H., . . . van der Heijde, D. (2002). Use of a numerical rating scale as an answer modality in ankylosing spondylitis–specific questionnaires. Arthritis and Rheumatism, 47(3), 242–248. [PhenX: https://www.phenxtoolkit.org/protocols/view/171101]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX171801,Psoriatic Arthritis (PsA) - Screening,PX171801,Health,5,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/171801,"Mease, P. J., Gladman, D. D., Papp, K. A., Khraishi, M. M., Thaci, D., Behrens, F., . . . Alvarez, D. (2013). Prevalence of rheumatologist-diagnosed psoriatic arthritis in patients with psoriasis in European/North American dermatology clinics. Journal of the American Academy of Dermatology, 69(5), 729–735. doi:10.1016/j.jaad.2013.07.023. PMID: 23981683. National Institute for Health and Care Excellence (NICE). (2017). Psoriasis: Assessment and management. Clinical guideline [CG153]. Published: 24 October 2012. London: NICE. [PhenX: https://www.phenxtoolkit.org/protocols/view/171801]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX172001,Psoriatic Arthritis (PsA) - Impact of Disease,PX172001,Health,13,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/172001,"da Cruz Ribeiro e Souza, E., da Silva Carneiro, S. C., Yazbek, M. A., de Cássia Menin, R., Campanholo, C. B., Carneiro, J. N., . . . Ranza, R. (2020). Validation and clinical interpretability of PsAID—Psoriatic arthritis impact of disease. Advances in Rheumatology, 60, 49. https://doi.org/10.1186/s42358-020-00149-1 Holland, R., Tillett, W., Ogdie, A., Leung, Y. Y., Gladman, D. D., Duffin, K. C., . . . Orbai, A.-M. (2018). Content and face validity and feasibility of 5 candidate instruments for psoriatic arthritis randomized controlled trials: The PsA OMERACT Core Set Workshop at the GRAPPA 2017 annual meeting. Journal of Rheumatology. Supplement, 94, 17–25. https://pubmed.ncbi.nlm.nih.gov/29858348/ Orbai, A.-M., Ogdie, A., Gossec, L., Tippett, W., Leung, Y. Y., Gao, J., . . . Coates, L. C. (2020). Effect of filgotinib on health-related quality of life in active psoriatic arthritis: A randomized phase 2 trial (EQUATOR). Rheumatology (Oxford), 59(7), 1495–1504. https://pubmed.ncbi.nlm.nih.gov/31624837/ [PhenX: https://www.phenxtoolkit.org/protocols/view/172001]",phenx,en,0,no,0,0,0,Excluded from manifest
PX180302,Quality of Life Enjoyment and Satisfaction - Adult,PX180302,Mental Health,16,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/180302,"Bourion-Bedes, S., Schwan, R., Laprevote, V., Bedes, A., Bonnet, J..L, Baumann, C. (2015). Differential item functioning (DIF) of SF-12 and Q-LES-QSF items among French substance users. Health Quality of Life Outcomes, 13 (1):172. Endicott, J., Nee, J., Harrison, W., Blumenthal, R. (1993). Quality of Life Enjoyment and Satisfaction Questionnaire: A New Measure . Psychopharmacology Bulletin, 29 (2), 321-326. Florea, I., Danchenko, N., Brignone, M., Loft, H., Rive, B., Abetz-Webb, L. (2015). The effect of Vortioxetine on health-related quality of life in patients with major depressive disorder. Clinical Therapy, 37 (10): 2309-2323. Wyrwich, K.W., Harnam, N., Locklear, J.C., Svedsäter, H., Revicki, D.A. (2011). Understanding the relationships between health outcomes in generalized anxiety disorder clinical trials. Quality of Life Research, 20 (2), 255-262. [PhenX: https://www.phenxtoolkit.org/protocols/view/180302]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
PX180303,Quality of Life Enjoyment and Satisfaction - Children,PX180303,Mental Health,15,PhenX Toolkit freely available protocol,https://www.phenxtoolkit.org/protocols/view/180303,"Endicott, J., Nee, J., Harrison, W., Blumenthal, R. (1993). Quality of Life Enjoyment and Satisfaction Questionnaire: A New Measure . Psychopharmacology Bulletin, 29 (2), 321-326. Kwan B, Rickwood DJ. (2015). A systematic review of mental health outcome measures for young people aged 12 to 25 years. BMC Psychiatry 15 :279. Wright-Hughes A, Graham E, Farrin A, Collinson M, Boston P, Eisler I, Fortune S, Green J, House A, Owens D, Simic M, Tubeuf S, Nixon J, McCabe C, Kerfoot M, Cottrell D. (2015). Self-Harm Intervention: Family Therapy (SHIFT), a study protocol for a randomised controlled trial of family therapy versus treatment as usual for young people seen after a second or subsequent episode of self-harm. Trials, 16 :501. [PhenX: https://www.phenxtoolkit.org/protocols/view/180303]",phenx,en,0,no,1,0,0,Auto-converted from PhenX
